chr,start,end,eut,aai,aft,
6,30100001,30150000,48.26,8.07,43.66,
6,30150001,30200000,72.88,2.38,24.73,
6,30200001,30250000,66.2,19.16,14.62,
6,30250001,30300000,70.77,14.81,14.41,
6,30300001,30350000,85.18,1.85,12.96,
6,30350001,30400000,71.06,3.05,25.88,
6,30400001,30450000,79.73,4.3,15.95,
6,30450001,30500000,80.49,6.54,12.96,
6,30500001,30550000,95.64,1.85,2.49,
6,30550001,30600000,71.48,8.77,19.73,
6,30600001,30650000,52.09,0,47.9,
6,30650001,30700000,83.88,1.73,14.37,
6,30700001,30750000,81.01,1.85,17.13,
6,30750001,30800000,85.55,4.2,10.24,
6,30800001,30850000,88.65,1.85,9.49,
6,30850001,30900000,73.92,18.84,7.23,
6,30900001,30950000,94.86,0,5.13,
6,30950001,31000000,85.57,12.55,1.86,
6,31000001,31050000,44.85,20.43,34.71,
6,31050001,31100000,30.76,30.35,38.88,
6,31100001,31150000,77.84,13.21,8.93,
6,31150001,31200000,80.6,3.07,16.32,
6,31200001,31250000,66.73,27.08,6.17,
6,31250001,31300000,88.78,9.36,1.85,
6,31300001,31350000,100,0,0,
6,31350001,31400000,74.83,19.07,6.09,
6,31400001,31450000,56.75,10.69,32.54,
6,31450001,31500000,59.09,31.94,8.96,
6,31500001,31550000,83.02,16.97,0,
6,31550001,31600000,100,0,0,
6,31600001,31650000,96.41,3.58,0,
6,31650001,31700000,97.23,0.06,2.69,
6,31700001,31750000,91.82,1.8,6.36,
6,31750001,31800000,96.85,0,3.14,
6,31800001,31850000,99.21,0.78,0,
6,31850001,31900000,100,0,0,
6,31900001,31950000,94.44,5.55,0,
6,31950001,32000000,94.44,5.55,0,
6,32000001,32050000,83.33,16.66,0,
6,32050001,32100000,84.04,15.95,0,
6,32100001,32150000,83.33,16.66,0,
6,32150001,32200000,83.33,16.66,0,
6,32200001,32250000,86.59,13.4,0,
6,32250001,32300000,77.11,10.33,12.55,
6,32300001,32350000,83.33,16.66,0,
6,32350001,32400000,85.94,14.05,0,
6,32400001,32450000,88.88,11.11,0,
6,32450001,32500000,88.88,11.11,0,
6,32500001,32550000,76.66,15.93,7.4,
6,32550001,32600000,92.08,7.85,0.05,
6,32600001,32650000,79.45,2.02,18.51,
6,32650001,32700000,100,0,0,
6,32700001,32750000,98.14,1.85,0,
6,32750001,32800000,99.41,0,0.58,
6,32800001,32850000,94.44,0,5.55,
6,32850001,32900000,94.27,0.17,5.55,
6,32900001,32950000,93.22,0,6.77,
6,32950001,33000000,84.85,4.7,10.44,
6,33000001,33050000,84.55,15.44,0,
6,33050001,33100000,93.75,0.68,5.55,
6,33100001,33150000,100,0,0,
6,33150001,33200000,98.53,0.98,0.48,
6,33200001,33250000,84.74,7.85,7.4,
6,33250001,33300000,79.79,4.86,15.34,
6,33300001,33350000,80.23,6.09,13.66,
6,33350001,33400000,77.07,7.4,15.52,
6,33400001,33450000,86.32,8.53,5.13,
6,33450001,33500000,90.74,0,9.25,
6,33500001,33550000,76,5.48,18.51,
6,33550001,33600000,81.71,1.85,16.43,
6,33600001,33650000,88.99,0,11,
6,33650001,33700000,96.46,0,3.53,
6,33700001,33750000,96.99,2.18,0.81,
6,33750001,33800000,87.39,3.21,9.39,
6,33800001,33850000,94.44,0,5.55,
6,33850001,33900000,96.11,0,3.88,
6,33900001,33950000,91.33,3.34,5.32,
6,33950001,34000000,72.24,22.22,5.52,
6,34000001,34050000,89.11,0,10.88,
6,34050001,34100000,90.74,0,9.25,
6,34100001,34150000,87.03,0,12.96,
6,34150001,34200000,83.78,0,16.21,
6,34200001,34250000,92.59,3.7,3.7,
6,34250001,34300000,85.95,0,14.04,
6,34300001,34350000,98.52,1.47,0,
6,34350001,34400000,100,0,0,
6,34400001,34450000,94.44,0,5.55,
6,34450001,34500000,79.45,10.07,10.47,
6,34500001,34550000,100,0,0,
6,34550001,34600000,97.5,1.35,1.14,
6,34600001,34650000,100,0,0,
6,34650001,34700000,87.03,0,12.96,
6,34700001,34750000,94.44,0,5.55,
6,34750001,34800000,100,0,0,
6,34800001,34850000,90.76,0,9.23,
6,34850001,34900000,93.3,5.55,1.14,
6,34900001,34950000,88.38,6.06,5.55,
6,34950001,35000000,77.77,5.55,16.66,
6,35000001,35050000,82.27,10.6,7.12,
6,35050001,35100000,75.99,11.68,12.32,
6,35100001,35150000,66.81,11.25,21.93,
6,35150001,35200000,91.53,0,8.46,
6,35200001,35250000,74.65,11.11,14.22,
6,35250001,35300000,85.29,0,14.7,
6,35300001,35350000,83.33,12.96,3.7,
6,35350001,35400000,58.54,18.49,22.96,
6,35400001,35450000,50.07,23.51,26.4,
6,35450001,35500000,87.65,0,12.34,
6,35500001,35550000,69.41,18.64,11.93,
6,35550001,35600000,79.09,12.12,8.77,
6,35600001,35650000,97.14,0,2.85,
6,35650001,35700000,82.23,0,17.76,
6,35700001,35750000,82.68,0,17.31,
6,35750001,35800000,76.33,20.53,3.13,
6,35800001,35850000,75.92,20.37,3.7,
6,35850001,35900000,89.6,6.69,3.7,
6,35900001,35950000,91.21,3.37,5.41,
6,35950001,36000000,87.04,0.99,11.96,
6,36000001,36050000,80.39,4.78,14.81,
6,36050001,36100000,75.41,9.77,14.81,
6,36100001,36150000,69.42,25.09,5.47,
6,36150001,36200000,92.59,1.85,5.55,
6,36200001,36250000,72.07,20.37,7.55,
6,36250001,36300000,29.9,57.13,12.96,
6,36300001,36350000,81.29,1.49,17.2,
6,36350001,36400000,77.77,1.7,20.51,
6,36400001,36450000,67.61,0.68,31.69,
6,36450001,36500000,40.74,3.26,55.99,
6,36500001,36550000,42.21,3.71,54.07,
6,36550001,36600000,70.67,12.82,16.49,
6,36600001,36650000,79.73,1.75,18.51,
6,36650001,36700000,81.48,0,18.51,
6,36700001,36750000,63.3,4.61,32.07,
6,36750001,36800000,57.8,3.69,38.49,
6,36800001,36850000,67.14,1.61,31.23,
6,36850001,36900000,62.03,4.79,33.17,
6,36900001,36950000,70.57,22.01,7.4,
6,36950001,37000000,87.81,0.41,11.77,
6,37000001,37050000,77.12,2.21,20.65,
6,37050001,37100000,76.84,0,23.15,
6,37100001,37150000,85.18,0,14.81,
6,37150001,37200000,74.07,0,25.92,
6,37200001,37250000,85.18,7.4,7.4,
6,37250001,37300000,84.76,7.82,7.4,
6,37300001,37350000,92.59,0,7.4,
6,37350001,37400000,85.18,7.4,7.4,
6,37400001,37450000,85.56,7.02,7.4,
6,37450001,37500000,86.32,6.26,7.4,
6,37500001,37550000,92.59,0,7.4,
6,37550001,37600000,92.59,0,7.4,
6,37600001,37650000,85.18,7.4,7.4,
6,37650001,37700000,92.59,0,7.4,
6,37700001,37750000,90.74,1.85,7.4,
6,37750001,37800000,93.13,0,6.86,
6,37800001,37850000,100,0,0,
6,37850001,37900000,100,0,0,
6,37900001,37950000,100,0,0,
6,37950001,38000000,100,0,0,
6,38000001,38050000,98.63,0.72,0.64,
6,38050001,38100000,84.07,3.45,12.47,
6,38100001,38150000,77.29,2.63,20.06,
6,38150001,38200000,72.29,3.48,24.21,
6,38200001,38250000,85.18,3.7,11.11,
6,38250001,38300000,71.51,2.22,26.25,
6,38300001,38350000,87.92,0.96,11.11,
6,38350001,38400000,89.08,4.95,5.96,
6,38400001,38450000,90.96,7.17,1.85,
6,38450001,38500000,94.44,0,5.55,
6,38500001,38550000,98.84,0,1.15,
6,38550001,38600000,86.3,11.11,2.58,
6,38600001,38650000,65.9,17.04,17.05,
6,38650001,38700000,55.93,11.11,32.95,
6,38700001,38750000,53.94,11.11,34.94,
6,38750001,38800000,58.6,12.92,28.47,
6,38800001,38850000,58.25,12.97,28.76,
6,38850001,38900000,49.1,13.85,37.03,
6,38900001,38950000,52.07,11.11,36.81,
6,38950001,39000000,77.77,11.11,11.11,
6,39000001,39050000,80.49,9.45,10.05,
6,39050001,39100000,92.59,0,7.4,
6,39100001,39150000,55.57,9.26,35.16,
6,39150001,39200000,49.23,12.4,38.35,
6,39200001,39250000,87.1,11.04,1.85,
6,39250001,39300000,56.99,12.96,30.04,
6,39300001,39350000,51.85,11.11,37.03,
6,39350001,39400000,51.85,11.11,37.03,
6,39400001,39450000,48.96,11.11,39.92,
6,39450001,39500000,61.11,11.11,27.77,
6,39500001,39550000,61.53,11.11,27.35,
6,39550001,39600000,59.25,11.11,29.62,
6,39600001,39650000,61.11,11.11,27.77,
6,39650001,39700000,61.11,11.11,27.77,
6,39700001,39750000,50,11.11,38.88,
6,39750001,39800000,61.11,11.11,27.77,
6,39800001,39850000,48.14,12.96,38.88,
6,39850001,39900000,69.43,28.39,2.16,
6,39900001,39950000,87.03,11.11,1.85,
6,39950001,40000000,76.78,17.61,5.59,
6,40000001,40050000,69.88,28.25,1.85,
6,40050001,40100000,67.1,30.18,2.71,
6,40100001,40150000,81.48,18.51,0,
6,40150001,40200000,77.77,18.51,3.7,
6,40200001,40250000,88.52,11.11,0.36,
6,40250001,40300000,69.71,11.12,19.16,
6,40300001,40350000,44.71,23.56,31.72,
6,40350001,40400000,76.68,15.47,7.84,
6,40400001,40450000,85.01,13.12,1.85,
6,40450001,40500000,88.02,11.84,0.13,
6,40500001,40550000,87.03,11.11,1.85,
6,40550001,40600000,35.48,49.9,14.6,
6,40600001,40650000,15.43,63.31,21.25,
6,40650001,40700000,82.67,14.81,2.51,
6,40700001,40750000,68.73,30.27,0.99,
6,40750001,40800000,57.07,36.36,6.55,
6,40800001,40850000,86.69,7.66,5.63,
6,40850001,40900000,57.89,0,42.1,
6,40900001,40950000,52.84,21.98,25.17,
6,40950001,41000000,81.48,16.66,1.85,
6,41000001,41050000,64.45,20.37,15.17,
6,41050001,41100000,88.33,4.25,7.4,
6,41100001,41150000,97.29,1.06,1.63,
6,41150001,41200000,88.37,2.95,8.66,
6,41200001,41250000,100,0,0,
6,41250001,41300000,96.87,2.53,0.58,
6,41300001,41350000,96.29,0.5,3.19,
6,41350001,41400000,99.44,0,0.55,
6,41400001,41450000,75.28,2.38,22.33,
6,41450001,41500000,71.15,27.3,1.53,
6,41500001,41550000,91.37,0,8.62,
6,41550001,41600000,97.81,1.01,1.16,
6,41600001,41650000,99.09,0.48,0.41,
6,41650001,41700000,62.31,7.95,29.73,
6,41700001,41750000,94.44,5.55,0,
6,41750001,41800000,77.77,0,22.22,
6,41800001,41850000,58.81,33.2,7.98,
6,41850001,41900000,89.4,3.81,6.78,
6,41900001,41950000,99.77,0.22,0,
6,41950001,42000000,88.36,4.99,6.63,
6,42000001,42050000,86.48,3.37,10.14,
6,42050001,42100000,98.14,0,1.85,
6,42100001,42150000,73.49,3.85,22.65,
6,42150001,42200000,62.41,3.7,33.88,
6,42200001,42250000,84.79,2.91,12.29,
6,42250001,42300000,93.54,0.89,5.55,
6,42300001,42350000,94.82,3.32,1.85,
6,42350001,42400000,92.59,5.55,1.85,
6,42400001,42450000,89.91,9.02,1.05,
6,42450001,42500000,92.09,6.69,1.21,
6,42500001,42550000,97.05,0.97,1.96,
6,42550001,42600000,62.85,12.96,24.18,
6,42600001,42650000,91.68,2.75,5.55,
6,42650001,42700000,91.09,0.69,8.21,
6,42700001,42750000,88.55,0,11.44,
6,42750001,42800000,81.92,14.62,3.44,
6,42800001,42850000,90.33,0.39,9.27,
6,42850001,42900000,99.95,0.04,0,
6,42900001,42950000,96.29,3.7,0,
6,42950001,43000000,96.52,0.15,3.31,
6,43000001,43050000,96.29,0,3.7,
6,43050001,43100000,82.34,1.05,16.59,
6,43100001,43150000,66.5,6.17,27.31,
6,43150001,43200000,68.76,26.5,4.72,
6,43200001,43250000,86.05,11.28,2.66,
6,43250001,43300000,41.23,7.46,51.29,
6,43300001,43350000,93.55,6.44,0,
6,43350001,43400000,53.71,46.28,0,
6,43400001,43450000,36.4,47.5,16.08,
6,43450001,43500000,23.27,46.29,30.43,
6,43500001,43550000,93.8,1.85,4.33,
6,43550001,43600000,88.77,0,11.22,
6,43600001,43650000,86.68,9.89,3.41,
6,43650001,43700000,88.55,9.45,1.99,
6,43700001,43750000,87.32,8.79,3.88,
6,43750001,43800000,98.14,1.33,0.51,
6,43800001,43850000,81.94,17.73,0.32,
6,43850001,43900000,86.18,13.81,0,
6,43900001,43950000,96.24,3.75,0,
6,43950001,44000000,93.96,6.03,0,
6,44000001,44050000,65.88,32.26,1.85,
6,44050001,44100000,59.6,31.55,8.83,
6,44100001,44150000,69.9,28.29,1.79,
6,44150001,44200000,63.64,29.06,7.29,
6,44200001,44250000,62.56,15.83,21.59,
6,44250001,44300000,69.43,7.21,23.35,
6,44300001,44350000,65.47,30.81,3.7,
6,44350001,44400000,53.82,41.84,4.33,
6,44400001,44450000,51.72,43.8,4.46,
6,44450001,44500000,53,43.29,3.7,
6,44500001,44550000,56.84,41.69,1.46,
6,44550001,44600000,96.29,3.7,0,
6,44600001,44650000,94.6,1.68,3.7,
6,44650001,44700000,42.59,9.25,48.14,
6,44700001,44750000,87.03,3.7,9.25,
6,44750001,44800000,100,0,0,
6,44800001,44850000,96.29,1.85,1.85,
6,44850001,44900000,88.88,11.11,0,
6,44900001,44950000,82.67,16.84,0.48,
6,44950001,45000000,99.02,0,0.97,
6,45000001,45050000,96.73,1.41,1.85,
6,45050001,45100000,98.14,0,1.85,
6,45100001,45150000,98.14,0,1.85,
6,45150001,45200000,97.89,0,2.1,
6,45200001,45250000,44.59,0,55.4,
6,45250001,45300000,95.85,0.44,3.7,
6,45300001,45350000,94.55,1.35,4.09,
6,45350001,45400000,96.29,0,3.7,
6,45400001,45450000,52.24,20.75,27,
6,45450001,45500000,62.66,35.34,1.98,
6,45500001,45550000,58.51,10.73,30.75,
6,45550001,45600000,44.1,28.5,27.38,
6,45600001,45650000,72.49,27.5,0,
6,45650001,45700000,74.7,17.78,7.51,
6,45700001,45750000,56.55,41.59,1.85,
6,45750001,45800000,61.11,7.4,31.48,
6,45800001,45850000,72.22,27.77,0,
6,45850001,45900000,38.88,27.77,33.33,
6,45900001,45950000,70.37,29.62,0,
6,45950001,46000000,75.23,6.23,18.52,
6,46000001,46050000,79.62,18.51,1.85,
6,46050001,46100000,70.95,2.38,26.66,
6,46100001,46150000,70.37,18.51,11.11,
6,46150001,46200000,67.46,14.48,18.04,
6,46200001,46250000,63.17,11.25,25.57,
6,46250001,46300000,84.7,14.81,0.48,
6,46300001,46350000,62.05,0,37.94,
6,46350001,46400000,90.54,9.45,0,
6,46400001,46450000,89.92,3.7,6.37,
6,46450001,46500000,72.68,7.77,19.54,
6,46500001,46550000,64.64,15.01,20.33,
6,46550001,46600000,74.26,12.96,12.76,
6,46600001,46650000,43.42,0,56.57,
6,46650001,46700000,43.84,0,56.15,
6,46700001,46750000,83.02,0,16.97,
6,46750001,46800000,82.76,0.03,17.19,
6,46800001,46850000,55.06,0.54,44.38,
6,46850001,46900000,52.55,21.01,26.43,
6,46900001,46950000,43.41,0.38,56.2,
6,46950001,47000000,59.35,17.43,23.2,
6,47000001,47050000,75.39,0,24.6,
6,47050001,47100000,81.39,0,18.6,
6,47100001,47150000,83.04,1.12,15.83,
6,47150001,47200000,85.18,0,14.81,
6,47200001,47250000,75.88,3.49,20.62,
6,47250001,47300000,43.35,39.97,16.66,
6,47300001,47350000,46.73,42.15,11.11,
6,47350001,47400000,53.48,34.5,12.01,
6,47400001,47450000,96.29,3.7,0,
6,47450001,47500000,80.14,10.59,9.25,
6,47500001,47550000,79.93,14.81,5.25,
6,47550001,47600000,76.58,16.65,6.76,
6,47600001,47650000,76.59,16.64,6.75,
6,47650001,47700000,81.13,15.59,3.27,
6,47700001,47750000,93.75,4.38,1.85,
6,47750001,47800000,89.29,0.05,10.64,
6,47800001,47850000,77.77,0,22.22,
6,47850001,47900000,78.52,0,21.47,
6,47900001,47950000,93.5,2.87,3.61,
6,47950001,48000000,62.96,27.77,9.25,
6,48000001,48050000,85.18,5.55,9.25,
6,48050001,48100000,87.08,3.65,9.25,
6,48100001,48150000,90.74,0,9.25,
6,48150001,48200000,87.16,3.57,9.25,
6,48200001,48250000,75.87,0,24.12,
6,48250001,48300000,96.69,2.45,0.85,
6,48300001,48350000,80.78,0.61,18.6,
6,48350001,48400000,94.44,3.7,1.85,
6,48400001,48450000,98.14,1.85,0,
6,48450001,48500000,92.59,1.85,5.55,
6,48500001,48550000,72.42,22.01,5.55,
6,48550001,48600000,94.6,0,5.39,
6,48600001,48650000,97.03,1.42,1.54,
6,48650001,48700000,57.26,30.72,12,
6,48700001,48750000,82.89,11.54,5.55,
6,48750001,48800000,94.44,0,5.55,
6,48800001,48850000,100,0,0,
6,48850001,48900000,82.55,10.27,7.16,
6,48900001,48950000,90.21,2.37,7.4,
6,48950001,49000000,59.31,40.68,0,
6,49000001,49050000,98.84,1.15,0,
6,49050001,49100000,89.73,2.85,7.4,
6,49100001,49150000,95.2,2.39,2.4,
6,49150001,49200000,83.71,0,16.28,
6,49200001,49250000,97.44,2.55,0,
6,49250001,49300000,94.62,5.37,0,
6,49300001,49350000,97.85,2.14,0,
6,49350001,49400000,100,0,0,
6,49400001,49450000,94.13,0,5.86,
6,49450001,49500000,82.3,4.73,12.96,
6,49500001,49550000,87.03,0,12.96,
6,49550001,49600000,85.18,0,14.81,
6,49600001,49650000,63.6,19.72,16.66,
6,49650001,49700000,66.46,0,33.53,
6,49700001,49750000,86.41,0.62,12.96,
6,49750001,49800000,87.03,0,12.96,
6,49800001,49850000,70.73,0.72,28.54,
6,49850001,49900000,62.35,2.16,35.47,
6,49900001,49950000,98.14,0,1.85,
6,49950001,50000000,86.42,8.84,4.72,
6,50000001,50050000,94.44,1.85,3.7,
6,50050001,50100000,92.8,1.63,5.55,
6,50100001,50150000,98.14,1.85,0,
6,50150001,50200000,44.18,11.93,43.88,
6,50200001,50250000,97.71,2.28,0,
6,50250001,50300000,92.59,5.55,1.85,
6,50300001,50350000,98.01,0.13,1.85,
6,50350001,50400000,74.18,25.81,0,
6,50400001,50450000,77.23,16.82,5.94,
6,50450001,50500000,86.5,1.85,11.64,
6,50500001,50550000,87.38,12.61,0,
6,50550001,50600000,69.8,30.19,0,
6,50600001,50650000,96.29,3.7,0,
6,50650001,50700000,90.66,8.47,0.85,
6,50700001,50750000,90.91,9.08,0,
6,50750001,50800000,98.14,1.85,0,
6,50800001,50850000,85.18,14.81,0,
6,50850001,50900000,75.92,5.55,18.51,
6,50900001,50950000,81.48,18.51,0,
6,50950001,51000000,70.57,16.46,12.96,
6,51000001,51050000,55.55,35.18,9.25,
6,51050001,51100000,66.76,8.65,24.57,
6,51100001,51150000,88.88,1.85,9.25,
6,51150001,51200000,96.84,0,3.15,
6,51200001,51250000,100,0,0,
6,51250001,51300000,81.24,1.54,17.21,
6,51300001,51350000,92.6,2.46,4.93,
6,51350001,51400000,72.22,0,27.77,
6,51400001,51450000,81.48,0,18.51,
6,51450001,51500000,62.96,12.96,24.07,
6,51500001,51550000,66.62,33.23,0.14,
6,51550001,51600000,85.18,14.81,0,
6,51600001,51650000,98.14,1.85,0,
6,51650001,51700000,62.77,29.61,7.61,
6,51700001,51750000,94.44,0.99,4.55,
6,51750001,51800000,92.59,7.4,0,
6,51800001,51850000,96.3,3.69,0,
6,51850001,51900000,77.15,22.84,0,
6,51900001,51950000,85.18,14.81,0,
6,51950001,52000000,98.98,0.95,0.05,
6,52000001,52050000,95.44,4.55,0,
6,52050001,52100000,100,0,0,
6,52100001,52150000,54.15,43.99,1.85,
6,52150001,52200000,100,0,0,
6,52200001,52250000,85.18,12.96,1.85,
6,52250001,52300000,70.32,26.59,3.07,
6,52300001,52350000,68.27,24.32,7.4,
6,52350001,52400000,79,7.5,13.48,
6,52400001,52450000,84.46,9.97,5.55,
6,52450001,52500000,88.76,9.25,1.97,
6,52500001,52550000,81.51,11.31,7.16,
6,52550001,52600000,76.48,16.59,6.92,
6,52600001,52650000,95.53,0,4.46,
6,52650001,52700000,74.07,0,25.92,
6,52700001,52750000,95.08,4.91,0,
6,52750001,52800000,74.47,9.33,16.19,
6,52800001,52850000,97.25,2.74,0,
6,52850001,52900000,79.73,4.82,15.43,
6,52900001,52950000,55.45,11.21,33.33,
6,52950001,53000000,76.97,6.84,16.17,
6,53000001,53050000,54.19,0.38,45.42,
6,53050001,53100000,38.68,40.11,21.2,
6,53100001,53150000,70.28,7.49,22.22,
6,53150001,53200000,58.89,39.37,1.72,
6,53200001,53250000,72,4.34,23.65,
6,53250001,53300000,89.74,4.27,5.97,
6,53300001,53350000,89.32,8.82,1.85,
6,53350001,53400000,96.73,3.26,0,
6,53400001,53450000,85.18,0,14.81,
6,53450001,53500000,84.43,1.85,13.71,
6,53500001,53550000,81.57,2.91,15.5,
6,53550001,53600000,85.15,5.29,9.55,
6,53600001,53650000,85.18,14.81,0,
6,53650001,53700000,90.74,0,9.25,
6,53700001,53750000,89.42,3.99,6.57,
6,53750001,53800000,65.32,31.95,2.71,
6,53800001,53850000,72.81,18.7,8.48,
6,53850001,53900000,82.47,3.29,14.22,
6,53900001,53950000,54.56,39.24,6.18,
6,53950001,54000000,71.76,24.5,3.73,
6,54000001,54050000,99.13,0.86,0,
6,54050001,54100000,86.83,9.59,3.57,
6,54100001,54150000,87.03,12.12,0.84,
6,54150001,54200000,79.74,10.99,9.25,
6,54200001,54250000,88.8,0,11.19,
6,54250001,54300000,88.88,1.85,9.25,
6,54300001,54350000,90.45,0,9.54,
6,54350001,54400000,90.74,0,9.25,
6,54400001,54450000,88.38,0.02,11.59,
6,54450001,54500000,90.74,0,9.25,
6,54500001,54550000,88.88,0,11.11,
6,54550001,54600000,90.74,0,9.25,
6,54600001,54650000,90.74,0,9.25,
6,54650001,54700000,72.22,0,27.77,
6,54700001,54750000,88.54,2.2,9.25,
6,54750001,54800000,89.58,4.09,6.32,
6,54800001,54850000,85.18,14.81,0,
6,54850001,54900000,85.18,1.85,12.96,
6,54900001,54950000,85.18,1.85,12.96,
6,54950001,55000000,85.58,6.38,8.03,
6,55000001,55050000,85.18,0,14.81,
6,55050001,55100000,85.18,0,14.81,
6,55100001,55150000,46.29,9.25,44.44,
6,55150001,55200000,86.44,0,13.55,
6,55200001,55250000,87.01,0.01,12.97,
6,55250001,55300000,81.09,3.22,15.67,
6,55300001,55350000,74.73,15.72,9.54,
6,55350001,55400000,99.45,0,0.54,
6,55400001,55450000,89.79,10.2,0,
6,55450001,55500000,88.88,11.11,0,
6,55500001,55550000,98.98,0.97,0.03,
6,55550001,55600000,98.56,0.29,1.14,
6,55600001,55650000,85.31,1.72,12.96,
6,55650001,55700000,87.03,0,12.96,
6,55700001,55750000,86.91,0,13.08,
6,55750001,55800000,87.03,0,12.96,
6,55800001,55850000,59.25,40.74,0,
6,55850001,55900000,85.94,1.09,12.96,
6,55900001,55950000,65.06,10.61,24.32,
6,55950001,56000000,58.37,2.73,38.88,
6,56000001,56050000,31.84,3.7,64.44,
6,56050001,56100000,30.35,0,69.64,
6,56100001,56150000,77.18,14.81,7.99,
6,56150001,56200000,98.64,0,1.35,
6,56200001,56250000,97.73,0,2.26,
6,56250001,56300000,85.18,11.11,3.7,
6,56300001,56350000,99.41,0,0.58,
6,56350001,56400000,62.2,37.79,0,
6,56400001,56450000,90.89,0,9.1,
6,56450001,56500000,54.18,0.91,44.9,
6,56500001,56550000,40.74,46.29,12.96,
6,56550001,56600000,44.75,44.9,10.34,
6,56600001,56650000,42.59,44.44,12.96,
6,56650001,56700000,43.17,44.05,12.76,
6,56700001,56750000,44.8,42.59,12.6,
6,56750001,56800000,30.97,15.14,53.88,
6,56800001,56850000,43.69,48.9,7.39,
6,56850001,56900000,57.27,37.79,4.93,
6,56900001,56950000,43.34,43.69,12.96,
6,56950001,57000000,92.69,6.29,1,
6,57000001,57050000,83.73,3.67,12.59,
6,57050001,57100000,47.61,3.7,48.68,
6,57100001,57150000,86.39,13.6,0,
6,57150001,57200000,96.29,3.7,0,
6,57200001,57250000,98.39,1.6,0,
6,57250001,57300000,97.75,0,2.24,
6,57300001,57350000,96.29,0,3.7,
6,57350001,57400000,94.44,1.85,3.7,
6,57400001,57450000,80.82,0,19.17,
6,57450001,57500000,56.86,0.4,42.72,
6,57500001,57550000,81.48,0,18.51,
6,57550001,57600000,76.84,14.85,8.3,
6,57600001,57650000,83.21,14.81,1.96,
6,57650001,57700000,75.92,24.07,0,
6,57700001,57750000,75.92,24.07,0,
6,57750001,57800000,90.74,0,9.25,
6,57800001,57850000,88.88,9.25,1.85,
6,57850001,57900000,90.74,9.25,0,
6,57900001,57950000,87.03,9.06,3.89,
6,57950001,58000000,90.74,1.85,7.4,
6,58000001,58050000,91.72,0,8.27,
6,58050001,58100000,90.74,0,9.25,
6,58100001,58150000,92.24,0,7.75,
6,58150001,58200000,95,0,4.99,
6,58200001,58250000,94.44,0,5.55,
6,58250001,58300000,96.29,0,3.7,
6,58300001,58350000,92.81,1.85,5.33,
6,58350001,58400000,94.44,0,5.55,
6,58400001,58450000,94.6,0,5.39,
6,58450001,58500000,93.19,0,6.8,
6,58500001,58550000,94.5,1.23,4.26,
6,58550001,58600000,94.8,2.5,2.69,
6,58600001,58650000,70.57,0.27,29.14,
6,58650001,58700000,95.89,0,4.1,
6,58700001,58750000,92.51,3.77,3.7,
6,58750001,58800000,93.48,0.89,5.62,
6,58800001,58850000,91.99,0,8,
6,58850001,58900000,83.4,10.02,6.57,
6,58900001,58950000,81.55,0.65,17.78,
6,58950001,59000000,85.18,14.81,0,
6,59000001,59050000,81.35,14.81,3.83,
6,59050001,59100000,70.72,0.84,28.43,
6,59100001,59150000,66.3,0,33.69,
6,59150001,59200000,66.85,0,33.14,
6,59200001,59250000,89.21,0,10.78,
6,59250001,59300000,81.94,7.29,10.75,
6,59300001,59350000,87.33,8.95,3.7,
6,59350001,59400000,96.29,0,3.7,
6,59400001,59450000,100,0,0,
6,59450001,59500000,98.14,0,1.85,
6,59500001,59550000,98.14,0,1.85,
6,59550001,59600000,88.91,9.93,1.14,
6,59600001,59650000,89.7,8.95,1.34,
6,59650001,59700000,85.18,0,14.81,
6,59700001,59750000,44.63,36.38,18.97,
6,59750001,59800000,74.62,10.56,14.81,
6,59800001,59850000,69.93,26.52,3.54,
6,59850001,59900000,87.14,12.85,0,
6,59900001,59950000,88.7,9.51,1.77,
6,59950001,60000000,95.72,4.27,0,
6,60000001,60050000,98.14,0,1.85,
6,60050001,60100000,100,0,0,
6,60100001,60150000,27.55,63.01,9.42,
6,60150001,60200000,86.06,6.72,7.2,
6,60200001,60250000,96.85,3.14,0,
6,60250001,60300000,96.66,1.85,1.48,
6,60300001,60350000,98.14,0,1.85,
6,60350001,60400000,98.14,0,1.85,
6,60400001,60450000,96.29,0.88,2.82,
6,60450001,60500000,94.38,3.87,1.73,
6,60500001,60550000,95.98,0,4.01,
6,60550001,60600000,99.24,0.75,0,
6,60600001,60650000,98.14,1.85,0,
6,60650001,60700000,80.08,0,19.91,
6,60700001,60750000,97.03,1.1,1.85,
6,60750001,60800000,100,0,0,
6,60800001,60850000,97,0,2.99,
6,60850001,60900000,87.03,0,12.96,
6,60900001,60950000,87.03,12.96,0,
6,60950001,61000000,94.49,4.84,0.66,
6,61000001,61050000,98.14,0,1.85,
6,61050001,61100000,98.14,0,1.85,
6,61100001,61150000,100,0,0,
6,61150001,61200000,96.14,0,3.85,
6,61200001,61250000,100,0,0,
6,61250001,61300000,100,0,0,
6,61300001,61350000,100,0,0,
6,61350001,61400000,87.03,0,12.96,
6,61400001,61450000,100,0,0,
6,61450001,61500000,93.03,6.96,0,
6,61500001,61550000,100,0,0,
6,61550001,61600000,100,0,0,
6,61600001,61650000,95.25,0,4.74,
6,61650001,61700000,98.14,0,1.85,
6,61700001,61750000,98.78,0.02,1.18,
6,61750001,61800000,100,0,0,
6,61800001,61850000,71.44,0,28.55,
6,61850001,61900000,98.14,0,1.85,
