Gene	Ancestry	Variant rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
ECSCR	aai	high	ENSBTAG00000030518	ENSBTAT00000043062	protein_coding	1	0	0	0	0	0	0	0	1	0	1	0	0	3
GAS2L3	aai	moderate	ENSBTAG00000049308	ENSBTAT00000018363	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
GBF1	aai	moderate	ENSBTAG00000006014	ENSBTAT00000061619	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
GFAP	aai	moderate	ENSBTAG00000013534	ENSBTAT00000071297	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GGCX	aai	moderate	ENSBTAG00000038477	ENSBTAT00000027811	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GHDC	aai	moderate	ENSBTAG00000000666	ENSBTAT00000000876	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
GINS1	aai	moderate	ENSBTAG00000019984	ENSBTAT00000026619	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GJC1	aai	moderate	ENSBTAG00000004036	ENSBTAT00000005277	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GLIS1	aai	moderate	ENSBTAG00000017986	ENSBTAT00000023928	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GLYCAM1	aai	moderate	ENSBTAG00000013417	ENSBTAT00000017854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GNAT2	aai	moderate	ENSBTAG00000013017	ENSBTAT00000017305	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GOLGB1	aai	moderate	ENSBTAG00000008862	ENSBTAT00000011669	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
GPATCH8	aai	moderate	ENSBTAG00000038316	ENSBTAT00000061184	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLDN14	aai	moderate	ENSBTAG00000030585	ENSBTAT00000043204	protein_coding	0	0	0	0	0	1	1	0	0	0	1	0	0	3
GPD1	aai	moderate	ENSBTAG00000016296	ENSBTAT00000021683	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GPR156	aai	moderate	ENSBTAG00000001464	ENSBTAT00000001918	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
GPR61	aai	moderate	ENSBTAG00000013014	ENSBTAT00000017302	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
DNAJB7	aai	moderate	ENSBTAG00000006205	ENSBTAT00000008150	protein_coding	0	0	0	1	0	1	1	0	0	0	0	0	0	3
GPSM2	aai	moderate	ENSBTAG00000017124	ENSBTAT00000022762	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000048630	aai	moderate	ENSBTAG00000048630	ENSBTAT00000064175	protein_coding	0	1	0	0	0	1	1	0	0	0	0	0	0	3
GRXCR2	aai	moderate	ENSBTAG00000035966	ENSBTAT00000050462	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GSDMA	aai	moderate	ENSBTAG00000010070	ENSBTAT00000013285	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSDMB	aai	moderate	ENSBTAG00000012854	ENSBTAT00000017083	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSDME	aai	moderate	ENSBTAG00000015326	ENSBTAT00000020371	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GSTM1	aai	moderate	ENSBTAG00000017765	ENSBTAT00000023622	protein_coding	0	0	0	0	0	0	0	0	1	0	1	0	0	2
ENSBTAG00000050430	aai	moderate	ENSBTAG00000050430	ENSBTAT00000080987	protein_coding	0	1	0	0	0	1	1	0	0	0	0	0	0	3
HADHA	aai	moderate	ENSBTAG00000015038	ENSBTAT00000020020	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HADHB	aai	moderate	ENSBTAG00000010083	ENSBTAT00000013310	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HAL	aai	moderate	ENSBTAG00000016276	ENSBTAT00000021649	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000052415	aai	moderate	ENSBTAG00000052415	ENSBTAT00000069535	protein_coding	0	1	0	0	0	1	1	0	0	0	0	0	0	3
ENSBTAG00000054232	aai	moderate	ENSBTAG00000054232	ENSBTAT00000086930	protein_coding	0	1	0	0	0	1	1	0	0	0	0	0	0	3
HCLS1	aai	moderate	ENSBTAG00000001009	ENSBTAT00000001338	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
HDLBP	aai	moderate	ENSBTAG00000004315	ENSBTAT00000005656	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
HSPA4	aai	moderate	ENSBTAG00000015683	ENSBTAT00000020825	protein_coding	0	1	0	0	0	0	1	0	0	1	0	0	0	3
HEPACAM2	aai	moderate	ENSBTAG00000012456	ENSBTAT00000016529	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HERC6	aai	moderate	ENSBTAG00000020536	ENSBTAT00000027362	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
HLCS	aai	moderate	ENSBTAG00000033679	ENSBTAT00000057284	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
HLX	aai	moderate	ENSBTAG00000014560	ENSBTAT00000019352	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HMX3	aai	moderate	ENSBTAG00000001006	ENSBTAT00000045429	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
HROB	aai	moderate	ENSBTAG00000004464	ENSBTAT00000076286	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PLAC8L1	aai	moderate	ENSBTAG00000044067	ENSBTAT00000060982	protein_coding	0	0	0	0	0	0	1	1	0	0	0	0	1	3
IFNAR1	aai	moderate	ENSBTAG00000021819	ENSBTAT00000029080	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IFNAR2	aai	moderate	ENSBTAG00000015212	ENSBTAT00000020239	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGF1	aai	moderate	ENSBTAG00000011082	ENSBTAT00000043595	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
IKZF3	aai	moderate	ENSBTAG00000011003	ENSBTAT00000014617	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IL10	aai	moderate	ENSBTAG00000006685	ENSBTAT00000008793	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IL10RB	aai	moderate	ENSBTAG00000019404	ENSBTAT00000025852	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IL17RD	aai	moderate	ENSBTAG00000010999	ENSBTAT00000060984	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IL19	aai	moderate	ENSBTAG00000006692	ENSBTAT00000008801	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SH3RF2	aai	moderate	ENSBTAG00000006762	ENSBTAT00000008898	protein_coding	0	0	0	0	0	0	1	1	0	0	0	0	1	3
IL36A	aai	moderate	ENSBTAG00000002087	ENSBTAT00000002694	protein_coding	0	0	0	0	1	0	0	0	0	0	0	1	0	2
IL36B	aai	moderate	ENSBTAG00000002088	ENSBTAT00000002696	protein_coding	0	0	0	0	1	0	0	0	0	0	0	1	0	2
IL36G	aai	moderate	ENSBTAG00000002085	ENSBTAT00000045402	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TEF	aai	moderate	ENSBTAG00000016580	ENSBTAT00000068666	protein_coding	0	0	0	1	0	1	1	0	0	0	0	0	0	3
IL9	aai	moderate	ENSBTAG00000018290	ENSBTAT00000024340	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ILDR1	aai	moderate	ENSBTAG00000004705	ENSBTAT00000006175	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
IMMT	aai	moderate	ENSBTAG00000003307	ENSBTAT00000004280	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
INCA1	aai	moderate	ENSBTAG00000008593	ENSBTAT00000011332	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	2
INMT	aai	moderate	ENSBTAG00000001448	ENSBTAT00000001898	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	1	2
IQCB1	aai	moderate	ENSBTAG00000013069	ENSBTAT00000017379	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
IRAK2	aai	moderate	ENSBTAG00000006193	ENSBTAT00000008135	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TOB2	aai	moderate	ENSBTAG00000015109	ENSBTAT00000020105	protein_coding	1	0	0	0	0	1	1	0	0	0	0	0	0	3
ITGA2B	aai	moderate	ENSBTAG00000008165	ENSBTAT00000010738	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
XPNPEP3	aai	moderate	ENSBTAG00000006204	ENSBTAT00000008149	protein_coding	0	0	0	1	0	1	1	0	0	0	0	0	0	3
ITGB3	aai	moderate	ENSBTAG00000009987	ENSBTAT00000013173	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
KANSL1	aai	moderate	ENSBTAG00000012564	ENSBTAT00000034753	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
KCNAB3	aai	moderate	ENSBTAG00000014940	ENSBTAT00000019888	protein_coding	0	0	0	0	0	0	0	1	0	0	0	1	0	2
KIAA0100	aai	moderate	ENSBTAG00000011988	ENSBTAT00000015910	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KIAA1522	aai	moderate	ENSBTAG00000018062	ENSBTAT00000043303	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
KIF11	aai	moderate	ENSBTAG00000009383	ENSBTAT00000012347	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
KIF18B	aai	moderate	ENSBTAG00000008088	ENSBTAT00000010636	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AKAP9	aai	moderate	ENSBTAG00000007442	ENSBTAT00000009791	protein_coding	0	0	1	0	0	0	0	0	1	0	1	0	0	3
KRTAP13-1	aai	moderate	ENSBTAG00000039602	ENSBTAT00000053288	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KRTAP15-1	aai	moderate	ENSBTAG00000052457	ENSBTAT00000082713	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ALDH8A1	aai	moderate	ENSBTAG00000007975	ENSBTAT00000010485	protein_coding	0	0	1	0	0	0	0	0	0	0	1	1	0	3
LDLRAP1	aai	moderate	ENSBTAG00000001050	ENSBTAT00000001393	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LEO1	aai	moderate	ENSBTAG00000013830	ENSBTAT00000069682	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
LIMA1	aai	moderate	ENSBTAG00000012342	ENSBTAT00000016376	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LIPK	aai	moderate	ENSBTAG00000039234	ENSBTAT00000017773	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LIPM	aai	moderate	ENSBTAG00000013364	ENSBTAT00000017778	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LIPN	aai	moderate	ENSBTAG00000024911	ENSBTAT00000034704	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LRIF1	aai	moderate	ENSBTAG00000012659	ENSBTAT00000065409	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LRP1B	aai	moderate	ENSBTAG00000024632	ENSBTAT00000034302	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	2
LRRK2	aai	moderate	ENSBTAG00000016260	ENSBTAT00000061570	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
LYSMD1	aai	moderate	ENSBTAG00000020395	ENSBTAT00000027183	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MAN2C1	aai	moderate	ENSBTAG00000007368	ENSBTAT00000009690	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MANBA	aai	moderate	ENSBTAG00000019761	ENSBTAT00000026334	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ALG12	aai	moderate	ENSBTAG00000046173	ENSBTAT00000064352	protein_coding	0	0	1	0	0	0	0	0	1	0	0	1	0	3
MAPK1IP1L	aai	moderate	ENSBTAG00000021986	ENSBTAT00000043779	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
BRD1	aai	moderate	ENSBTAG00000046760	ENSBTAT00000065149	protein_coding	0	0	1	0	0	0	0	0	1	0	0	1	0	3
MASTL	aai	moderate	ENSBTAG00000017271	ENSBTAT00000022950	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
MAVS	aai	moderate	ENSBTAG00000013545	ENSBTAT00000018013	protein_coding	0	0	0	0	0	0	0	1	0	1	0	0	0	2
MBD2	aai	moderate	ENSBTAG00000037457	ENSBTAT00000053498	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MED6	aai	moderate	ENSBTAG00000006786	ENSBTAT00000076526	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MEIOC	aai	moderate	ENSBTAG00000039485	ENSBTAT00000042938	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MET	aai	moderate	ENSBTAG00000006161	ENSBTAT00000008102	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
C1QBP	aai	moderate	ENSBTAG00000012739	ENSBTAT00000013734	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	3
MIA3	aai	moderate	ENSBTAG00000018824	ENSBTAT00000025055	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
MLNR	aai	moderate	ENSBTAG00000010475	ENSBTAT00000013838	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
MOCOS	aai	moderate	ENSBTAG00000012252	ENSBTAT00000048768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MORC3	aai	moderate	ENSBTAG00000011876	ENSBTAT00000015758	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	2
CDC25C	aai	moderate	ENSBTAG00000005293	ENSBTAT00000006968	protein_coding	1	0	0	0	0	0	0	0	1	0	1	0	0	3
MPP6	aai	moderate	ENSBTAG00000015303	ENSBTAT00000020351	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MPPE1	aai	moderate	ENSBTAG00000002128	ENSBTAT00000002749	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MPTX	aai	moderate	ENSBTAG00000012884	ENSBTAT00000017120	protein_coding	0	0	0	0	0	1	0	0	0	0	0	1	0	2
MRPL35	aai	moderate	ENSBTAG00000004823	ENSBTAT00000006331	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MT1E	aai	moderate	ENSBTAG00000001595	ENSBTAT00000002088	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MTERF2	aai	moderate	ENSBTAG00000010144	ENSBTAT00000013386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MTERF4	aai	moderate	ENSBTAG00000000784	ENSBTAT00000001040	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MTHFR	aai	moderate	ENSBTAG00000020698	ENSBTAT00000027586	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CFAP54	aai	moderate	ENSBTAG00000015792	ENSBTAT00000043356	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	3
MYBPHL	aai	moderate	ENSBTAG00000018807	ENSBTAT00000025035	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
MYH15	aai	moderate	ENSBTAG00000018399	ENSBTAT00000032372	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MYLK	aai	moderate	ENSBTAG00000014567	ENSBTAT00000019385	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
MYO3B	aai	moderate	ENSBTAG00000003626	ENSBTAT00000061222	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NAP1L5	aai	moderate	ENSBTAG00000010128	ENSBTAT00000013363	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NAV3	aai	moderate	ENSBTAG00000009852	ENSBTAT00000061560	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NBAS	aai	moderate	ENSBTAG00000014081	ENSBTAT00000032442	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
CRHR2	aai	moderate	ENSBTAG00000014381	ENSBTAT00000081022	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	1	3
NCKAP1L	aai	moderate	ENSBTAG00000019686	ENSBTAT00000047448	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	2
NDST3	aai	moderate	ENSBTAG00000007316	ENSBTAT00000009623	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	1	2
NEDD1	aai	moderate	ENSBTAG00000001894	ENSBTAT00000002464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NHLRC3	aai	moderate	ENSBTAG00000010951	ENSBTAT00000014541	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NIPAL1	aai	moderate	ENSBTAG00000009423	ENSBTAT00000012400	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
NIT2	aai	moderate	ENSBTAG00000004833	ENSBTAT00000006347	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
DHX33	aai	moderate	ENSBTAG00000032083	ENSBTAT00000016932	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	3
NLRP3	aai	moderate	ENSBTAG00000001273	ENSBTAT00000001675	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2
NOTCH4	aai	moderate	ENSBTAG00000025424	ENSBTAT00000050083	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NPM1	aai	moderate	ENSBTAG00000015316	ENSBTAT00000020363	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NR1H4	aai	moderate	ENSBTAG00000013596	ENSBTAT00000018079	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NRDC	aai	moderate	ENSBTAG00000021174	ENSBTAT00000028220	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NT5E	aai	moderate	ENSBTAG00000048655	ENSBTAT00000074100	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NWD1	aai	moderate	ENSBTAG00000009328	ENSBTAT00000012281	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
DRAM1	aai	moderate	ENSBTAG00000017287	ENSBTAT00000022976	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	1	3
OGFOD1	aai	moderate	ENSBTAG00000001171	ENSBTAT00000032397	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OR10C1	aai	moderate	ENSBTAG00000045586	ENSBTAT00000063307	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR10J3	aai	moderate	ENSBTAG00000012886	ENSBTAT00000017126	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR10K2	aai	moderate	ENSBTAG00000023556	ENSBTAT00000032178	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR10R2	aai	moderate	ENSBTAG00000017778	ENSBTAT00000023641	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR2B11	aai	moderate	ENSBTAG00000039422	ENSBTAT00000053849	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2
OR2I1P	aai	moderate	ENSBTAG00000017227	ENSBTAT00000022884	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR6A2	aai	moderate	ENSBTAG00000019144	ENSBTAT00000025482	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR6P1	aai	moderate	ENSBTAG00000039494	ENSBTAT00000054106	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OR6Y1	aai	moderate	ENSBTAG00000038894	ENSBTAT00000055310	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DTX3L	aai	moderate	ENSBTAG00000009933	ENSBTAT00000013108	protein_coding	0	0	1	0	0	0	0	0	0	0	1	1	0	3
OSBPL3	aai	moderate	ENSBTAG00000019342	ENSBTAT00000025767	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OSTN	aai	moderate	ENSBTAG00000018703	ENSBTAT00000038884	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000005324	aai	moderate	ENSBTAG00000005324	ENSBTAT00000007006	protein_coding	0	0	1	0	0	0	0	0	1	0	0	1	0	3
ENSBTAG00000025126	aai	moderate	ENSBTAG00000025126	ENSBTAT00000035149	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	3
PASK	aai	moderate	ENSBTAG00000000785	ENSBTAT00000001044	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000030474	aai	moderate	ENSBTAG00000030474	ENSBTAT00000009668	protein_coding	1	0	0	0	0	0	0	1	0	0	1	0	0	3
ENSBTAG00000046527	aai	moderate	ENSBTAG00000046527	ENSBTAT00000064135	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	1	3
ENSBTAG00000050840	aai	moderate	ENSBTAG00000050840	ENSBTAT00000022499	protein_coding	1	0	0	0	0	0	0	1	0	0	1	0	0	3
ENSBTAG00000052206	aai	moderate	ENSBTAG00000052206	ENSBTAT00000070808	protein_coding	0	0	1	0	0	0	0	0	1	0	0	1	0	3
ENSBTAG00000052342	aai	moderate	ENSBTAG00000052342	ENSBTAT00000084736	protein_coding	1	0	0	0	0	1	0	0	0	0	1	0	0	3
ENSBTAG00000053201	aai	moderate	ENSBTAG00000053201	ENSBTAT00000081194	protein_coding	1	0	0	0	0	1	0	0	0	0	1	0	0	3
PCDHGA3	aai	moderate	ENSBTAG00000040473	ENSBTAT00000053597	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
PCDHGA5	aai	moderate	ENSBTAG00000045683	ENSBTAT00000064554	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
PCDHGC3	aai	moderate	ENSBTAG00000017349	ENSBTAT00000023076	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
PDE1B	aai	moderate	ENSBTAG00000004337	ENSBTAT00000003552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PDE1C	aai	moderate	ENSBTAG00000002739	ENSBTAT00000081151	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PDHX	aai	moderate	ENSBTAG00000018261	ENSBTAT00000024307	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PDZK1IP1	aai	moderate	ENSBTAG00000002555	ENSBTAT00000069667	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	2
PELP1	aai	moderate	ENSBTAG00000018315	ENSBTAT00000086331	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PFDN4	aai	moderate	ENSBTAG00000008812	ENSBTAT00000011605	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PFKFB2	aai	moderate	ENSBTAG00000002126	ENSBTAT00000002753	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PHACTR4	aai	moderate	ENSBTAG00000002727	ENSBTAT00000003535	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
PIEZO2	aai	moderate	ENSBTAG00000011171	ENSBTAT00000079303	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIGR	aai	moderate	ENSBTAG00000019798	ENSBTAT00000026377	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PIP5K1A	aai	moderate	ENSBTAG00000006099	ENSBTAT00000036689	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000053708	aai	moderate	ENSBTAG00000053708	ENSBTAT00000084461	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	1	3
PKD2L1	aai	moderate	ENSBTAG00000010742	ENSBTAT00000014222	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PKHD1	aai	moderate	ENSBTAG00000011237	ENSBTAT00000032221	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLEKHH3	aai	moderate	ENSBTAG00000019090	ENSBTAT00000025419	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSBTAG00000053921	aai	moderate	ENSBTAG00000053921	ENSBTAT00000085495	protein_coding	0	0	0	0	0	0	0	1	1	0	1	0	0	3
PLXNC1	aai	moderate	ENSBTAG00000011245	ENSBTAT00000014932	protein_coding	0	0	0	0	0	0	0	1	0	0	0	1	0	2
GARS1	aai	moderate	ENSBTAG00000018972	ENSBTAT00000025254	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	1	3
POGLUT1	aai	moderate	ENSBTAG00000008562	ENSBTAT00000011287	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
POLQ	aai	moderate	ENSBTAG00000001920	ENSBTAT00000002501	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
POLR1A	aai	moderate	ENSBTAG00000006481	ENSBTAT00000008496	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
POPDC2	aai	moderate	ENSBTAG00000005604	ENSBTAT00000066627	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PRDM16	aai	moderate	ENSBTAG00000018965	ENSBTAT00000025245	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PRDM4	aai	moderate	ENSBTAG00000012999	ENSBTAT00000017284	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	2
PRELID3A	aai	moderate	ENSBTAG00000017983	ENSBTAT00000046981	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRND	aai	moderate	ENSBTAG00000011010	ENSBTAT00000014624	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
PROSER1	aai	moderate	ENSBTAG00000010949	ENSBTAT00000014539	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PSAT1	aai	moderate	ENSBTAG00000013960	ENSBTAT00000018554	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PSD	aai	moderate	ENSBTAG00000003580	ENSBTAT00000004659	protein_coding	0	0	0	0	0	1	0	0	0	0	0	0	0	1
HBS1L	aai	moderate	ENSBTAG00000020174	ENSBTAT00000026869	protein_coding	0	0	1	0	0	0	0	0	0	0	1	1	0	3
PSPH	aai	moderate	ENSBTAG00000013081	ENSBTAT00000017392	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PSRC1	aai	moderate	ENSBTAG00000018806	ENSBTAT00000025034	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PTCD3	aai	moderate	ENSBTAG00000006482	ENSBTAT00000008498	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PTPDC1	aai	moderate	ENSBTAG00000005803	ENSBTAT00000083815	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
PTPN9	aai	moderate	ENSBTAG00000016984	ENSBTAT00000022588	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
