Gene	ancestry	rank	GeneId	TranscriptId	BioType	AFI	Afrikaner	Ankole	Bonsmara	Egyptian_cattle_Lower	Egyptian_cattle_Middle	Egyptian_cattle_Upper	Karamojong	Nganda	Nguni	Nkedi	Ntuuku	Tuli	Retention breed count
DEPDC1	aft	moderate	ENSBTAG00000001343	ENSBTAT00000040383	protein_coding	0	0	0	0	1	0	0	0	0	1	0	0	0	2
DISC1	aft	moderate	ENSBTAG00000050839	ENSBTAT00000070721	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
DLL1	aft	moderate	ENSBTAG00000031476	ENSBTAT00000044610	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	2
DNASE2	aft	moderate	ENSBTAG00000006082	ENSBTAT00000007993	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ENSBTAG00000000432	aft	moderate	ENSBTAG00000000432	ENSBTAT00000000555	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
ENSBTAG00000014274	aft	moderate	ENSBTAG00000014274	ENSBTAT00000018966	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSBTAG00000021147	aft	moderate	ENSBTAG00000021147	ENSBTAT00000028185	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000035675	aft	moderate	ENSBTAG00000035675	ENSBTAT00000050165	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000037793	aft	moderate	ENSBTAG00000037793	ENSBTAT00000052834	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	2
ENSBTAG00000038267	aft	moderate	ENSBTAG00000038267	ENSBTAT00000052988	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSBTAG00000047025	aft	moderate	ENSBTAG00000047025	ENSBTAT00000028184	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000048114	aft	moderate	ENSBTAG00000048114	ENSBTAT00000049047	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000048521	aft	moderate	ENSBTAG00000048521	ENSBTAT00000068626	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	1	2
ENSBTAG00000049216	aft	moderate	ENSBTAG00000049216	ENSBTAT00000012193	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000049432	aft	moderate	ENSBTAG00000049432	ENSBTAT00000083034	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
ENSBTAG00000049963	aft	moderate	ENSBTAG00000049963	ENSBTAT00000052609	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000050128	aft	moderate	ENSBTAG00000050128	ENSBTAT00000078142	TR_J_gene	0	0	0	0	0	0	0	0	1	0	0	1	0	2
ENSBTAG00000050520	aft	moderate	ENSBTAG00000050520	ENSBTAT00000080156	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000051394	aft	moderate	ENSBTAG00000051394	ENSBTAT00000085790	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000051403	aft	moderate	ENSBTAG00000051403	ENSBTAT00000072683	protein_coding	0	0	0	0	1	0	0	0	1	0	0	0	0	2
ENSBTAG00000051565	aft	moderate	ENSBTAG00000051565	ENSBTAT00000085842	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000051608	aft	moderate	ENSBTAG00000051608	ENSBTAT00000076926	protein_coding	0	0	0	0	0	0	0	0	0	0	1	1	0	2
ENSBTAG00000051997	aft	moderate	ENSBTAG00000051997	ENSBTAT00000070280	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ENSBTAG00000052993	aft	moderate	ENSBTAG00000052993	ENSBTAT00000083365	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000053062	aft	moderate	ENSBTAG00000053062	ENSBTAT00000080768	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000053959	aft	moderate	ENSBTAG00000053959	ENSBTAT00000063013	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000054476	aft	moderate	ENSBTAG00000054476	ENSBTAT00000082236	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSBTAG00000054785	aft	moderate	ENSBTAG00000054785	ENSBTAT00000078322	TR_J_gene	0	0	0	0	0	0	0	0	1	0	0	1	0	2
ENSBTAG00000054836	aft	moderate	ENSBTAG00000054836	ENSBTAT00000079541	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000055066	aft	moderate	ENSBTAG00000055066	ENSBTAT00000020969	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000055217	aft	moderate	ENSBTAG00000055217	ENSBTAT00000078031	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000055301	aft	moderate	ENSBTAG00000055301	ENSBTAT00000073203	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ETFA	aft	moderate	ENSBTAG00000012490	ENSBTAT00000016570	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	2
FBXO33	aft	moderate	ENSBTAG00000006836	ENSBTAT00000008982	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	1	2
FBXW9	aft	moderate	ENSBTAG00000020924	ENSBTAT00000027872	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
GP2	aft	moderate	ENSBTAG00000006263	ENSBTAT00000008217	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
HOOK2	aft	moderate	ENSBTAG00000008654	ENSBTAT00000011411	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
IYD	aft	moderate	ENSBTAG00000015935	ENSBTAT00000021191	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
LEP	aft	moderate	ENSBTAG00000014911	ENSBTAT00000019853	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	1	2
MAST1	aft	moderate	ENSBTAG00000006080	ENSBTAT00000007991	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
MRPS30	aft	moderate	ENSBTAG00000000084	ENSBTAT00000000091	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
MTUS1	aft	moderate	ENSBTAG00000039682	ENSBTAT00000002556	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
NEK1	aft	moderate	ENSBTAG00000026915	ENSBTAT00000018438	protein_coding	0	0	0	0	0	0	0	0	0	1	1	0	0	2
NFIX	aft	moderate	ENSBTAG00000018229	ENSBTAT00000071959	protein_coding	0	0	0	0	0	0	0	0	1	0	1	0	0	2
NLRC4	aft	moderate	ENSBTAG00000008223	ENSBTAT00000010814	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	1	2
NUDT3	aft	moderate	ENSBTAG00000019684	ENSBTAT00000078902	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
OR9I1	aft	moderate	ENSBTAG00000039893	ENSBTAT00000053278	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
PPHLN1	aft	moderate	ENSBTAG00000008595	ENSBTAT00000011339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	2
PREP	aft	moderate	ENSBTAG00000016281	ENSBTAT00000021658	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
RAD23A	aft	moderate	ENSBTAG00000015116	ENSBTAT00000020113	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
RRP8	aft	moderate	ENSBTAG00000000697	ENSBTAT00000039795	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
SH3RF1	aft	moderate	ENSBTAG00000001508	ENSBTAT00000001976	protein_coding	0	0	0	0	1	0	0	0	0	0	1	0	0	2
SLC30A6	aft	moderate	ENSBTAG00000010898	ENSBTAT00000014475	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	1	2
STC2	aft	moderate	ENSBTAG00000001823	ENSBTAT00000002384	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
SYCE2	aft	moderate	ENSBTAG00000016213	ENSBTAT00000021575	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
TCTN1	aft	moderate	ENSBTAG00000009208	ENSBTAT00000012137	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
TJP2	aft	moderate	ENSBTAG00000011770	ENSBTAT00000015635	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	2
TOPORS	aft	moderate	ENSBTAG00000005905	ENSBTAT00000048966	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	2
TPO	aft	moderate	ENSBTAG00000055050	ENSBTAT00000071301	protein_coding	0	0	0	0	0	0	0	0	0	0	1	1	0	2
TTC39B	aft	moderate	ENSBTAG00000003943	ENSBTAT00000032429	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	2
UMOD	aft	moderate	ENSBTAG00000006264	ENSBTAT00000046009	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
WDR83	aft	moderate	ENSBTAG00000006245	ENSBTAT00000008196	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
WDR83OS	aft	moderate	ENSBTAG00000006244	ENSBTAT00000087079	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
WFDC2	aft	moderate	ENSBTAG00000013928	ENSBTAT00000018498	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
XPC	aft	moderate	ENSBTAG00000007362	ENSBTAT00000009683	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	0	2
ZNF354C	aft	moderate	ENSBTAG00000002281	ENSBTAT00000021140	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ZNF879	aft	moderate	ENSBTAG00000038541	ENSBTAT00000005584	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
CRYAA	aft	low	ENSBTAG00000003134	ENSBTAT00000004073	protein_coding	0	0	0	0	0	0	1	0	0	1	0	0	0	2
ENSBTAG00000048672	aft	low	ENSBTAG00000048672	ENSBTAT00000075763	protein_coding	0	0	0	0	0	0	1	0	1	0	0	0	0	2
GBA3	aft	low	ENSBTAG00000020363	ENSBTAT00000027139	protein_coding	0	0	0	0	1	0	1	0	0	0	0	0	0	2
HMGCS1	aft	low	ENSBTAG00000011839	ENSBTAT00000015713	protein_coding	0	0	0	0	0	0	1	0	1	0	0	0	0	2
KMT2A	aft	low	ENSBTAG00000018093	ENSBTAT00000024084	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	1	2
LGR5	aft	low	ENSBTAG00000013256	ENSBTAT00000017631	protein_coding	0	0	0	0	0	0	1	1	0	0	0	0	0	2
RSPH3	aft	low	ENSBTAG00000005955	ENSBTAT00000007814	protein_coding	0	0	0	0	0	0	1	1	0	0	0	0	0	2
SCAPER	aft	low	ENSBTAG00000007382	ENSBTAT00000046397	protein_coding	0	0	0	0	0	0	1	0	0	1	0	0	0	2
SLC34A2	aft	low	ENSBTAG00000001545	ENSBTAT00000002023	protein_coding	0	0	0	0	1	0	1	0	0	0	0	0	0	2
TLE3	aft	low	ENSBTAG00000015580	ENSBTAT00000037963	protein_coding	0	0	0	0	0	1	1	0	0	0	0	0	0	2
U2AF1	aft	low	ENSBTAG00000011645	ENSBTAT00000015465	protein_coding	0	0	0	0	0	0	1	0	0	1	0	0	0	2
ACACA	aft	low	ENSBTAG00000017567	ENSBTAT00000023364	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	2
ADAMTS2	aft	low	ENSBTAG00000014665	ENSBTAT00000019526	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ALDH1A1	aft	low	ENSBTAG00000008103	ENSBTAT00000010661	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	2
AMBRA1	aft	low	ENSBTAG00000004282	ENSBTAT00000060968	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
BEST2	aft	low	ENSBTAG00000025652	ENSBTAT00000003818	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
BIRC6	aft	low	ENSBTAG00000027932	ENSBTAT00000061440	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	1	2
BMP2K	aft	low	ENSBTAG00000001126	ENSBTAT00000001500	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	1	2
BMPR2	aft	low	ENSBTAG00000006420	ENSBTAT00000008419	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2
C28H1orf131	aft	low	ENSBTAG00000010765	ENSBTAT00000014253	protein_coding	0	0	0	0	0	0	0	0	0	1	1	0	0	2
CBR4	aft	low	ENSBTAG00000022013	ENSBTAT00000029363	protein_coding	0	0	0	0	1	0	0	0	1	0	0	0	0	2
CBX8	aft	low	ENSBTAG00000009107	ENSBTAT00000012004	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
CCDC102B	aft	low	ENSBTAG00000006726	ENSBTAT00000008842	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
CMTR1	aft	low	ENSBTAG00000017091	ENSBTAT00000022726	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	2
CNTN4	aft	low	ENSBTAG00000033225	ENSBTAT00000060980	protein_coding	0	0	0	0	0	1	0	0	0	0	0	1	0	2
DDX58	aft	low	ENSBTAG00000003366	ENSBTAT00000061377	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	2
DDX59	aft	low	ENSBTAG00000020563	ENSBTAT00000027398	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	2
DEPDC1	aft	low	ENSBTAG00000001343	ENSBTAT00000040383	protein_coding	0	0	0	0	1	0	0	0	0	1	0	0	0	2
DHPS	aft	low	ENSBTAG00000006247	ENSBTAT00000008200	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
DISC1	aft	low	ENSBTAG00000050839	ENSBTAT00000070721	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
DLC1	aft	low	ENSBTAG00000015541	ENSBTAT00000020668	protein_coding	0	0	0	0	0	0	0	1	0	0	0	1	0	2
DNASE2	aft	low	ENSBTAG00000006082	ENSBTAT00000007993	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ENSBTAG00000000432	aft	low	ENSBTAG00000000432	ENSBTAT00000000555	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
ENSBTAG00000006819	aft	low	ENSBTAG00000006819	ENSBTAT00000008973	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	1	2
ENSBTAG00000021147	aft	low	ENSBTAG00000021147	ENSBTAT00000028185	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000035675	aft	low	ENSBTAG00000035675	ENSBTAT00000050165	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000037793	aft	low	ENSBTAG00000037793	ENSBTAT00000052834	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	2
ENSBTAG00000038267	aft	low	ENSBTAG00000038267	ENSBTAT00000052988	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSBTAG00000047025	aft	low	ENSBTAG00000047025	ENSBTAT00000028184	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000048114	aft	low	ENSBTAG00000048114	ENSBTAT00000066107	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000049216	aft	low	ENSBTAG00000049216	ENSBTAT00000012193	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000049432	aft	low	ENSBTAG00000049432	ENSBTAT00000083034	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
ENSBTAG00000049963	aft	low	ENSBTAG00000049963	ENSBTAT00000052609	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000049994	aft	low	ENSBTAG00000049994	ENSBTAT00000087447	protein_coding	0	0	0	0	1	0	0	0	1	0	0	0	0	2
ENSBTAG00000050189	aft	low	ENSBTAG00000050189	ENSBTAT00000068829	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000050520	aft	low	ENSBTAG00000050520	ENSBTAT00000080156	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000050729	aft	low	ENSBTAG00000050729	ENSBTAT00000077937		1	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000051394	aft	low	ENSBTAG00000051394	ENSBTAT00000085790	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000051403	aft	low	ENSBTAG00000051403	ENSBTAT00000072683	protein_coding	0	0	0	0	1	0	0	0	1	0	0	0	0	2
ENSBTAG00000051565	aft	low	ENSBTAG00000051565	ENSBTAT00000085842	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000051802	aft	low	ENSBTAG00000051802	ENSBTAT00000085763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	2
ENSBTAG00000051997	aft	low	ENSBTAG00000051997	ENSBTAT00000070280	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ENSBTAG00000052993	aft	low	ENSBTAG00000052993	ENSBTAT00000083365	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000053062	aft	low	ENSBTAG00000053062	ENSBTAT00000080768	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000053959	aft	low	ENSBTAG00000053959	ENSBTAT00000063013	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000054476	aft	low	ENSBTAG00000054476	ENSBTAT00000082236	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSBTAG00000054785	aft	low	ENSBTAG00000054785	ENSBTAT00000078322	TR_J_gene	0	0	0	0	0	0	0	0	1	0	0	1	0	2
ENSBTAG00000054836	aft	low	ENSBTAG00000054836	ENSBTAT00000079541	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000055066	aft	low	ENSBTAG00000055066	ENSBTAT00000020969	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
ENSBTAG00000055214	aft	low	ENSBTAG00000055214	ENSBTAT00000072106	protein_coding	0	0	0	0	0	0	0	0	1	0	0	1	0	2
ENSBTAG00000055217	aft	low	ENSBTAG00000055217	ENSBTAT00000078031	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ENSBTAG00000055301	aft	low	ENSBTAG00000055301	ENSBTAT00000073203	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ETFA	aft	low	ENSBTAG00000012490	ENSBTAT00000016570	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	2
FBXO33	aft	low	ENSBTAG00000006836	ENSBTAT00000008982	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	1	2
FOXF2	aft	low	ENSBTAG00000026896	ENSBTAT00000042722	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	2
GCDH	aft	low	ENSBTAG00000016211	ENSBTAT00000045996	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
GET3	aft	low	ENSBTAG00000011837	ENSBTAT00000015719	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
GNPAT	aft	low	ENSBTAG00000010773	ENSBTAT00000014266	protein_coding	0	0	0	0	0	0	0	0	0	1	1	0	0	2
GP2	aft	low	ENSBTAG00000006263	ENSBTAT00000008217	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
GSN	aft	low	ENSBTAG00000019915	ENSBTAT00000076576	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
HVCN1	aft	low	ENSBTAG00000009216	ENSBTAT00000076616	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
ID2	aft	low	ENSBTAG00000021187	ENSBTAT00000028235	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
IYD	aft	low	ENSBTAG00000015935	ENSBTAT00000021191	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
KIDINS220	aft	low	ENSBTAG00000007963	ENSBTAT00000061437	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	2
LEP	aft	low	ENSBTAG00000014911	ENSBTAT00000019853	protein_coding	0	0	0	0	0	0	0	0	0	1	0	0	1	2
LYL1	aft	low	ENSBTAG00000019329	ENSBTAT00000025739	protein_coding	0	0	0	0	0	0	0	0	1	0	1	0	0	2
MAN2B1	aft	low	ENSBTAG00000006241	ENSBTAT00000008193	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
MIGA2	aft	low	ENSBTAG00000010653	ENSBTAT00000014090	protein_coding	0	0	0	0	0	0	0	0	0	0	1	1	0	2
MRPS30	aft	low	ENSBTAG00000000084	ENSBTAT00000000091	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
NACC1	aft	low	ENSBTAG00000016350	ENSBTAT00000021751	protein_coding	0	0	0	0	0	0	0	0	1	0	1	0	0	2
NAV1	aft	low	ENSBTAG00000021919	ENSBTAT00000029223	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	2
NEK1	aft	low	ENSBTAG00000026915	ENSBTAT00000018438	protein_coding	0	0	0	0	0	0	0	0	0	1	1	0	0	2
NLRC4	aft	low	ENSBTAG00000008223	ENSBTAT00000010814	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	1	2
NUP188	aft	low	ENSBTAG00000010613	ENSBTAT00000014030	protein_coding	0	0	0	0	0	0	0	0	0	0	1	1	0	2
OR9I1	aft	low	ENSBTAG00000039893	ENSBTAT00000053278	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
PACSIN1	aft	low	ENSBTAG00000016124	ENSBTAT00000021459	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
POU2F1	aft	low	ENSBTAG00000024534	ENSBTAT00000068395	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	2
PPHLN1	aft	low	ENSBTAG00000008595	ENSBTAT00000073746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	2
PTAR1	aft	low	ENSBTAG00000005826	ENSBTAT00000007663	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	2
PTPRT	aft	low	ENSBTAG00000000309	ENSBTAT00000000401	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	2
PXDN	aft	low	ENSBTAG00000050986	ENSBTAT00000073028	protein_coding	0	0	0	0	0	0	0	0	0	0	1	1	0	2
RERGL	aft	low	ENSBTAG00000030493	ENSBTAT00000043032	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	2
RRP8	aft	low	ENSBTAG00000000697	ENSBTAT00000039795	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
SCN8A	aft	low	ENSBTAG00000021339	ENSBTAT00000061543	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	2
SCN9A	aft	low	ENSBTAG00000002425	ENSBTAT00000003146	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	2
SETBP1	aft	low	ENSBTAG00000018088	ENSBTAT00000024078	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	2
SH3GLB2	aft	low	ENSBTAG00000010626	ENSBTAT00000014049	protein_coding	0	0	0	0	0	0	0	0	0	0	1	1	0	2
SPDEF	aft	low	ENSBTAG00000021993	ENSBTAT00000029329	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
STC2	aft	low	ENSBTAG00000001823	ENSBTAT00000002384	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
SYCE2	aft	low	ENSBTAG00000016213	ENSBTAT00000021575	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
TAF10	aft	low	ENSBTAG00000000694	ENSBTAT00000000926	protein_coding	0	0	0	0	0	0	0	1	0	0	1	0	0	2
TCTN1	aft	low	ENSBTAG00000009208	ENSBTAT00000012137	protein_coding	1	0	0	0	0	0	0	1	0	0	0	0	0	2
TMEM43	aft	low	ENSBTAG00000007360	ENSBTAT00000009681	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	0	2
TNPO2	aft	low	ENSBTAG00000011811	ENSBTAT00000015682	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
TPO	aft	low	ENSBTAG00000055050	ENSBTAT00000071301	protein_coding	0	0	0	0	0	0	0	0	0	0	1	1	0	2
TSSK2	aft	low	ENSBTAG00000048123	ENSBTAT00000063843	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2
UMOD	aft	low	ENSBTAG00000006264	ENSBTAT00000046009	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	2
VCL	aft	low	ENSBTAG00000021879	ENSBTAT00000061210	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0	2
VOPP1	aft	low	ENSBTAG00000012073	ENSBTAT00000016016	protein_coding	0	0	0	0	0	0	0	0	0	1	1	0	0	2
WFDC2	aft	low	ENSBTAG00000013928	ENSBTAT00000066322	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
XPC	aft	low	ENSBTAG00000007362	ENSBTAT00000009683	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	0	2
ZNF354C	aft	low	ENSBTAG00000002281	ENSBTAT00000021140	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ZNF791	aft	low	ENSBTAG00000016721	ENSBTAT00000022971	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	2
ABCC9	aft	high	ENSBTAG00000019294	ENSBTAT00000081785	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CNTRL	aft	high	ENSBTAG00000011417	ENSBTAT00000061592	protein_coding	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CREB3L1	aft	high	ENSBTAG00000006143	ENSBTAT00000008081	protein_coding	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSBTAG00000015315	aft	high	ENSBTAG00000015315	ENSBTAT00000020361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000017587	aft	high	ENSBTAG00000017587	ENSBTAT00000023389	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000038672	aft	high	ENSBTAG00000038672	ENSBTAT00000055011	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSBTAG00000046293	aft	high	ENSBTAG00000046293	ENSBTAT00000063960	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000048338	aft	high	ENSBTAG00000048338	ENSBTAT00000078271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049719	aft	high	ENSBTAG00000049719	ENSBTAT00000084439	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSBTAG00000050265	aft	high	ENSBTAG00000050265	ENSBTAT00000067721	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000050815	aft	high	ENSBTAG00000050815	ENSBTAT00000076222	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FXYD6	aft	high	ENSBTAG00000014354	ENSBTAT00000070139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NUP35	aft	high	ENSBTAG00000009777	ENSBTAT00000012896	protein_coding	0	0	0	0	0	0	0	1	0	0	0	0	0	1
